,uid,Visibility,Wind speed (gust),Surface pressure,Orography,Temperature,Plant canopy surface water,Water equivalent of accumulated snow depth (deprecated),Snow cover,Snow depth,Percent frozen precipitation,Precipitation rate,Categorical snow,Categorical ice pellets,Categorical freezing rain,Categorical rain,Forecast surface roughness,Frictional velocity,Instantaneous surface sensible heat flux,Latent heat net flux,Ground heat flux,Vegetation Type,Convective available potential energy,Convective inhibition,Downward short-wave radiation flux,Downward long-wave radiation flux,Upward short-wave radiation flux,Upward long-wave radiation flux,Visible Beam Downward Solar Flux,Visible Diffuse Downward Solar Flux,Boundary layer height,Land-sea mask,Sea ice area fraction,Vegetation,unknown,Leaf Area Index,Cloud Forcing Net Solar Flux,Lightning
5996,rhfx,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
5997,rxdx,8400.0,14.362845420837402,100470.0,106.68275451660156,298.5894775390625,,0.0,0.0,0.0,0.0,0.000699999975040555,0.0,0.0,0.0,1.0,,,,,,12.0,700.0,-62.0,0.0,,,,,,189.6875,1.0,0.0,,,,,0.0
5998,btbu,90000.0,1.465111255645752,78390.0,2216.263427734375,285.1664733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.019999999552965164,-2.0,0.0,90.0,10.0,0.0,0.0,0.0,268.6000061035156,0.0,345.0562744140625,0.0,0.0,1661.962646484375,1.0,0.0,11.5,1.0,0.25,0.0,
5999,twyd,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
6000,dhpv,88700.0,4.402611255645752,79640.0,2076.544677734375,286.3539733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.18000000715255737,-30.0,0.0,70.0,10.0,0.0,0.0,0.0,268.79998779296875,0.0,350.6812744140625,0.0,0.0,1460.212646484375,1.0,0.0,24.899999618530273,2.700000047683716,0.375,0.0,
6001,ualq,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
6002,uoep,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
6003,mxzg,71700.0,6.840111255645752,81610.0,1874.169677734375,288.4164733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2500999867916107,0.3100000023841858,-33.0,1.0,70.0,10.0,0.0,0.0,0.0,277.70001220703125,0.0,360.8062744140625,0.0,0.0,129.27516174316406,1.0,0.0,25.200000762939453,2.200000047683716,0.375,0.0,
6004,uusk,9100.0,2.6753456592559814,100170.0,128.96400451660156,298.7769775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,4.0,1990.0,-40.0,0.0,,,,,,152.3125,1.0,0.0,,,,,0.0
6005,vhbo,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
6006,owwq,12800.0,8.652610778808594,99140.0,166.32589721679688,292.4789733886719,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.800000011920929,0.5699999928474426,1.0,50.0,60.0,1.0,0.0,0.0,0.0,398.6000061035156,0.0,394.1812744140625,0.0,0.0,376.4626770019531,1.0,0.0,34.70000076293945,20.5,0.125,0.0,
6007,voph,8900.0,2.8003456592559814,100240.0,121.99525451660156,298.8394775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,,,,,,5.0,2170.0,-43.0,0.0,,,,,,144.6875,1.0,0.0,,,,,0.0
6008,qzdb,36500.0,1.840111255645752,100430.0,91.70088958740234,295.3539733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2551000118255615,0.07000000029802322,-3.0,0.0,50.0,8.0,0.0,0.0,0.0,359.0,0.0,401.4312744140625,0.0,0.0,34.712669372558594,1.0,0.0,32.79999923706055,27.700000762939453,1.25,0.0,
6009,wjjh,55000.0,6.487845420837402,100660.0,24.120254516601562,308.2769775390625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0.0,0.0,223.10000610351562,,,,,,1324.5625,1.0,0.0,,,,,0.0
6010,vpii,87200.0,4.715111255645752,80740.0,1948.138427734375,286.4164733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07460000365972519,0.07999999821186066,-10.0,0.0,80.0,10.0,0.0,0.0,0.0,273.70001220703125,0.0,351.0562744140625,0.0,0.0,120.7126693725586,1.0,0.0,11.399999618530273,1.0,0.0,0.0,
6011,xllz,24700.0,3.465111255645752,99160.0,206.01339721679688,293.2289733886719,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2240999937057495,0.07000000029802322,3.0,0.0,60.0,8.0,0.0,0.0,0.0,352.3999938964844,0.0,389.9312744140625,0.0,0.0,38.212669372558594,1.0,0.0,26.0,26.0,1.375,0.0,
6012,bjxc,48000.0,2.5950253009796143,100570.0,72.60713958740234,282.1474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2815000116825104,0.029999999329447746,-7.0,0.0,40.0,8.0,0.0,0.0,0.0,287.29998779296875,0.0,334.1512145996094,0.0,0.0,25.1107234954834,1.0,0.0,26.200000762939453,21.600000381469727,0.875,0.0,
6013,ggbk,29300.0,3.4075253009796143,100710.0,63.919639587402344,284.3974609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3684000074863434,0.029999999329447746,-4.0,0.0,70.0,13.0,0.0,0.0,0.0,287.1000061035156,0.0,326.4012145996094,0.0,0.0,66.23572540283203,1.0,0.0,28.700000762939453,27.0,1.125,0.0,
6014,imsq,22500.0,6.532525062561035,99520.0,137.60714721679688,274.7099609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.1762000024318695,0.30000001192092896,-42.0,13.0,40.0,12.0,0.0,0.0,0.0,244.3000030517578,0.0,301.9012145996094,0.0,0.0,724.1732177734375,1.0,0.0,45.900001525878906,8.600000381469727,0.5,0.0,
6015,kzln,22500.0,6.532525062561035,99520.0,137.60714721679688,274.7099609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.1762000024318695,0.30000001192092896,-42.0,13.0,40.0,12.0,0.0,0.0,0.0,244.3000030517578,0.0,301.9012145996094,0.0,0.0,724.1732177734375,1.0,0.0,45.900001525878906,8.600000381469727,0.5,0.0,
6016,riwg,49500.0,4.532525062561035,99040.0,206.01339721679688,285.7724609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22679999470710754,0.10000000149011612,-18.0,0.0,60.0,8.0,0.0,0.0,0.0,285.29998779296875,0.0,351.7762145996094,0.0,0.0,43.11072540283203,1.0,0.0,32.0,26.0,1.25,0.0,
6017,soij,51600.0,3.0950253009796143,100350.0,91.70088958740234,283.1474609375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2547000050544739,0.03999999910593033,-8.0,0.0,40.0,8.0,0.0,0.0,0.0,288.1000061035156,0.0,339.0262145996094,0.0,0.0,28.6107234954834,1.0,0.0,32.5,27.700000762939453,1.125,0.0,
6018,bkgx,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6019,bwan,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6020,cnqg,22400.0,2.55397629737854,101290.0,99.01338958740234,290.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.32850000262260437,0.03999999910593033,-3.0,0.0,50.0,8.0,150.0,-50.0,0.0,342.1000061035156,0.0,375.73681640625,0.0,0.0,120.115966796875,1.0,0.0,63.099998474121094,27.5,1.875,0.0,
6021,crli,20500.0,9.116476058959961,99870.0,193.91964721679688,291.17333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5587000250816345,0.5600000023841858,-31.0,20.0,20.0,14.0,110.0,-90.0,0.0,363.79998779296875,0.0,374.98681640625,0.0,0.0,320.928466796875,1.0,0.0,70.69999694824219,8.0,3.5,0.0,
6022,ecjp,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6023,gljt,33700.0,9.928976058959961,101420.0,-2.2053604125976562,291.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.1387999951839447,0.6499999761581421,-15.0,140.0,70.0,12.0,0.0,0.0,163.5,308.8999938964844,30.375,381.86181640625,466.0,64.30000305175781,398.740966796875,1.0,0.0,32.599998474121094,8.699999809265137,1.25,0.0,
6024,imlp,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6025,jnag,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6026,jnbk,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6027,kyxl,36100.0,10.178976058959961,101430.0,-2.5803604125976562,294.04833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.10980000346899033,0.6899999976158142,111.0,10.0,80.0,12.0,0.0,0.0,166.60000610351562,307.6000061035156,29.0,396.36181640625,502.0,59.70000076293945,471.240966796875,1.0,0.0,26.899999618530273,5.599999904632568,0.625,0.0,
6028,lhtn,17700.0,3.30397629737854,100340.0,188.41964721679688,288.73583984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.42719998955726624,0.18000000715255737,-15.0,0.0,30.0,8.0,20.0,-110.0,0.0,344.6000061035156,0.0,366.36181640625,0.0,0.0,62.678466796875,1.0,0.0,93.80000305175781,27.299999237060547,3.0,0.0,
6029,lsti,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6030,ltiz,36100.0,10.178976058959961,101430.0,-2.5803604125976562,294.04833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.10980000346899033,0.6899999976158142,111.0,10.0,80.0,12.0,0.0,0.0,166.60000610351562,307.6000061035156,29.0,396.36181640625,502.0,59.70000076293945,471.240966796875,1.0,0.0,26.899999618530273,5.599999904632568,0.625,0.0,
6031,mekx,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6032,mloa,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6033,mqcl,13700.0,6.491476058959961,99350.0,252.85714721679688,287.23583984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6761000156402588,0.3400000035762787,-27.0,0.0,30.0,5.0,20.0,-180.0,0.0,322.8999938964844,0.0,362.61181640625,0.0,0.0,228.115966796875,1.0,0.0,30.0,7.300000190734863,0.0,0.0,
6034,mydx,17700.0,3.30397629737854,100340.0,188.41964721679688,288.73583984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.42719998955726624,0.18000000715255737,-15.0,0.0,30.0,8.0,20.0,-110.0,0.0,344.6000061035156,0.0,366.36181640625,0.0,0.0,62.678466796875,1.0,0.0,93.80000305175781,27.299999237060547,3.0,0.0,
6035,myvi,46900.0,7.178976058959961,101110.0,22.919639587402344,292.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.13009999692440033,0.4099999964237213,-50.0,140.0,60.0,12.0,0.0,0.0,161.89999389648438,311.1000061035156,39.125,386.98681640625,467.0,64.30000305175781,523.365966796875,1.0,0.0,34.0,19.600000381469727,1.125,0.0,
6036,nqmy,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6037,nyuz,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6038,pahc,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6039,pmnz,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6040,prdi,22400.0,2.55397629737854,101290.0,99.01338958740234,290.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.32850000262260437,0.03999999910593033,-3.0,0.0,50.0,8.0,150.0,-50.0,0.0,342.1000061035156,0.0,375.73681640625,0.0,0.0,120.115966796875,1.0,0.0,63.099998474121094,27.5,1.875,0.0,
6041,pszf,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6042,qgtz,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6043,rtip,22400.0,2.55397629737854,101290.0,99.01338958740234,290.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.32850000262260437,0.03999999910593033,-3.0,0.0,50.0,8.0,150.0,-50.0,0.0,342.1000061035156,0.0,375.73681640625,0.0,0.0,120.115966796875,1.0,0.0,63.099998474121094,27.5,1.875,0.0,
6044,stbr,22400.0,2.55397629737854,101290.0,99.01338958740234,290.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.32850000262260437,0.03999999910593033,-3.0,0.0,50.0,8.0,150.0,-50.0,0.0,342.1000061035156,0.0,375.73681640625,0.0,0.0,120.115966796875,1.0,0.0,63.099998474121094,27.5,1.875,0.0,
6045,tftt,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6046,bnvy,15100.0,0.5285381078720093,99380.0,246.65150451660156,291.9292907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6047,dzjc,13100.0,5.278538227081299,101930.0,5.9015045166015625,294.3667907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,30.0,-30.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6048,uevm,12600.0,6.678976058959961,99010.0,282.7946472167969,286.92333984375,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.26159998774528503,0.33000001311302185,-25.0,-10.0,20.0,14.0,30.0,-150.0,0.0,325.29998779296875,0.0,353.48681640625,0.0,0.0,186.490966796875,1.0,0.0,52.099998474121094,7.199999809265137,1.5,0.0,
6049,fkbv,19700.0,1.3410381078720093,96810.0,459.3077392578125,288.9917907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6050,ixtz,12600.0,1.9035381078720093,99330.0,251.37025451660156,295.6167907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,40.0,-36.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0
6051,vjjl,22400.0,2.55397629737854,101290.0,99.01338958740234,290.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.32850000262260437,0.03999999910593033,-3.0,0.0,50.0,8.0,150.0,-50.0,0.0,342.1000061035156,0.0,375.73681640625,0.0,0.0,120.115966796875,1.0,0.0,63.099998474121094,27.5,1.875,0.0,
6052,ktjb,15200.0,1.2785381078720093,99040.0,276.5889892578125,291.8042907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6053,vngr,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6054,lxep,12800.0,5.341038227081299,101950.0,5.9952545166015625,294.4292907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,50.0,-24.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6055,mnrf,18200.0,1.1535381078720093,96980.0,444.9639892578125,288.8667907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6056,voyu,12700.0,6.116476058959961,99300.0,257.5133972167969,286.48583984375,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22789999842643738,0.10999999940395355,-8.0,-10.0,40.0,14.0,30.0,-160.0,0.0,322.1000061035156,0.0,351.23681640625,0.0,0.0,144.740966796875,1.0,0.0,54.900001525878906,4.699999809265137,1.375,0.0,
6057,peos,23800.0,10.09103775024414,84120.0,1580.5889892578125,296.1792907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,990.0,-61.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6058,qukt,11300.0,2.528538227081299,99620.0,218.37025451660156,292.6792907714844,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,,,,,0.0
6059,wunh,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6060,wyoy,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6061,xmal,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6062,ylry,54600.0,7.491476058959961,101180.0,16.513389587402344,295.86083984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.20499999821186066,0.5699999928474426,45.0,30.0,60.0,12.0,0.0,0.0,161.5,312.29998779296875,35.875,406.11181640625,468.0,63.900001525878906,612.303466796875,1.0,0.0,51.20000076293945,23.700000762939453,0.875,0.0,
6063,yofk,23700.0,3.80397629737854,101140.0,115.91963958740234,290.79833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.22660000622272491,0.09000000357627869,-7.0,0.0,50.0,12.0,60.0,-80.0,0.0,338.0,0.0,379.23681640625,0.0,0.0,186.428466796875,1.0,0.0,73.5999984741211,27.100000381469727,1.0,0.0,
6064,zazi,35400.0,9.803976058959961,101340.0,6.857139587402344,293.54833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.17069999873638153,0.6800000071525574,84.0,20.0,80.0,12.0,0.0,0.0,164.10000610351562,297.6000061035156,37.0,393.86181640625,480.0,64.0999984741211,375.928466796875,1.0,0.0,32.79999923706055,10.5,0.75,0.0,
6065,zvil,17000.0,3.11647629737854,100930.0,135.76339721679688,289.29833984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6114000082015991,0.05999999865889549,-5.0,0.0,50.0,5.0,70.0,-100.0,0.0,332.1000061035156,0.0,373.11181640625,0.0,0.0,47.865966796875,1.0,0.0,87.80000305175781,27.0,4.125,0.0,
6066,zytb,17000.0,2.86647629737854,101030.0,127.45088958740234,289.42333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5382000207901001,0.05000000074505806,-3.0,0.0,50.0,5.0,80.0,-100.0,0.0,332.3999938964844,0.0,373.86181640625,0.0,0.0,87.865966796875,1.0,0.0,92.19999694824219,28.200000762939453,4.25,0.0,
6067,bmzi,33600.0,4.174060344696045,97810.0,357.5758972167969,295.4100036621094,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.13840000331401825,0.1899999976158142,-16.0,0.0,60.0,10.0,0.0,0.0,0.0,345.79998779296875,0.0,397.2679748535156,0.0,0.0,830.1790771484375,1.0,0.0,63.0,12.5,2.0,0.0,
6068,dfol,35500.0,8.361560821533203,98200.0,314.6071472167969,298.4100036621094,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.390500009059906,0.47999998927116394,-5.0,20.0,30.0,13.0,30.0,-16.0,0.0,424.20001220703125,0.0,395.6429748535156,0.0,0.0,1505.4290771484375,1.0,0.0,30.0,14.100000381469727,0.0,0.0,
6069,epkj,22100.0,4.736560344696045,98870.0,248.41964721679688,290.4725036621094,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5494999885559082,0.27000001072883606,-16.0,0.0,60.0,14.0,0.0,0.0,0.0,318.0,0.0,371.2679748535156,0.0,0.0,522.0540771484375,1.0,0.0,88.0,5.199999809265137,3.375,0.0,
6070,eswv,18100.0,2.174060583114624,98660.0,226.07589721679688,289.6600036621094,0.30000001192092896,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.492000013589859,0.029999999329447746,-2.0,0.0,50.0,14.0,100.0,-64.0,0.0,334.0,0.0,367.0179748535156,0.0,0.0,314.9290771484375,1.0,0.0,91.0,4.800000190734863,3.875,0.0,
6071,jdbh,18900.0,4.236560344696045,98060.0,310.5133972167969,289.8475036621094,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4837999939918518,0.15000000596046448,-11.0,10.0,60.0,14.0,10.0,-16.0,0.0,327.6000061035156,0.0,368.2679748535156,0.0,0.0,605.1790771484375,1.0,0.0,82.0,1.7000000476837158,3.625,0.0,
